SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,LeaseContractLength,PurchaseOption,OfferingClass,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Storage Media,Volume Type,Max Volume Size,Max IOPS/volume,Max IOPS Burst Performance,Max throughput/volume,Provisioned,Tenancy,EBS Optimized,Operating System,License Model,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,CapacityStatus,Dedicated EBS Throughput,ECU,Elastic Graphics Type,Enhanced Networking Supported,GPU,GPU Memory,Instance,Instance Capacity - 10xlarge,Instance Capacity - 12xlarge,Instance Capacity - 16xlarge,Instance Capacity - 18xlarge,Instance Capacity - 24xlarge,Instance Capacity - 2xlarge,Instance Capacity - 32xlarge,Instance Capacity - 4xlarge,Instance Capacity - 8xlarge,Instance Capacity - 9xlarge,Instance Capacity - large,Instance Capacity - medium,Instance Capacity - metal,Instance Capacity - xlarge,instanceSKU,Intel AVX Available,Intel AVX2 Available,Intel Turbo Available,Normalization Size Factor,Physical Cores,Pre Installed S/W,Processor Features,Product Type,Resource Type,serviceName,Volume API Name
463HG3UGAEB6A2M9,JRTCKXETXF,463HG3UGAEB6A2M9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.818 per On Demand SUSE p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.818,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Singapore),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,APS1-BoxUsage:p2.xlarge,RunInstances:000g,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
YAJPMC7EVQWFHDS8,JRTCKXETXF,YAJPMC7EVQWFHDS8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.368 per Windows p3.2xlarge Dedicated Host Instance hour,2020-04-01,0,Inf,Hrs,0.368,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Tokyo),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Host,,Windows,No License required,,,,,,,,APN1-HostBoxUsage:p3.2xlarge,RunInstances:0002,Used,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
U2ZQYY8HDZEN4PT8,JRTCKXETXF,U2ZQYY8HDZEN4PT8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$27.488 per On Demand Linux p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,27.488,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Singapore),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Shared,,Linux,No License required,,,,,,,,APS1-BoxUsage:p2.16xlarge,RunInstances,Used,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
JFA69CBE7RNP25D3,JRTCKXETXF,JFA69CBE7RNP25D3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$34.002 per On Demand RHEL p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,34.002,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Sydney),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,APS2-BoxUsage:p3.16xlarge,RunInstances:0010,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
VYZX7V5YH9UJVW6K,JRTCKXETXF,VYZX7V5YH9UJVW6K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.472 per Windows p2.8xlarge Dedicated Host Instance hour,2020-04-01,0,Inf,Hrs,1.472,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Mumbai),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Host,,Windows,No License required,,,,,,,,APS3-HostBoxUsage:p2.8xlarge,RunInstances:0002,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
HW2MR5CAN2XYP8A6,JRTCKXETXF,HW2MR5CAN2XYP8A6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.472 per Windows p3.8xlarge Dedicated Host Instance hour,2020-04-01,0,Inf,Hrs,1.472,USD,,,,Compute Instance,AmazonEC2,Canada (Central),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Host,,Windows,No License required,,,,,,,,CAN1-HostBoxUsage:p3.8xlarge,RunInstances:0002,Used,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
HQWPMTA3JCAWY7KD,JRTCKXETXF,HQWPMTA3JCAWY7KD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$30.684 per Dedicated SUSE p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,30.684,USD,,,,Compute Instance,AmazonEC2,EU (Frankfurt),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,EUC1-DedicatedUsage:p3.16xlarge,RunInstances:000g,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
WD7DZ22R4WVPGGVW,JRTCKXETXF,WD7DZ22R4WVPGGVW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.06 per On Demand Linux p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,3.06,USD,,,,Compute Instance,AmazonEC2,US East (Ohio),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Shared,,Linux,No License required,,,,,,,,USE2-BoxUsage:p3.2xlarge,RunInstances,Used,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
3FC6TY2SDTAGKFNP,JRTCKXETXF,3FC6TY2SDTAGKFNP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$33.872 per Dedicated Linux p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,33.872,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Singapore),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,APS1-DedicatedUsage:p3.16xlarge,RunInstances,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
GFSZU4U3RMBTX6J3,JRTCKXETXF,GFSZU4U3RMBTX6J3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$7.33 per Unused Reservation RHEL p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,7.33,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,USW2-UnusedBox:p2.8xlarge,RunInstances:0010,UnusedCapacityReservation,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,2SQ896BQ67RMFQ77,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
P9R5JG42RUFWSGF6,JRTCKXETXF,P9R5JG42RUFWSGF6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.944 per Windows p3.16xlarge Dedicated Host Instance hour,2020-04-01,0,Inf,Hrs,2.944,USD,,,,Compute Instance,AmazonEC2,US East (Ohio),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Host,,Windows,No License required,,,,,,,,USE2-HostBoxUsage:p3.16xlarge,RunInstances:0002,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
74NKEY89QZEQKV7D,JRTCKXETXF,74NKEY89QZEQKV7D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.944 per Windows p2.16xlarge Dedicated Host Instance hour,2020-04-01,0,Inf,Hrs,2.944,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Seoul),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Host,,Windows,No License required,,,,,,,,APN2-HostBoxUsage:p2.16xlarge,RunInstances:0002,Used,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
K6DWAU6NB9XNRQFD,JRTCKXETXF,K6DWAU6NB9XNRQFD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.169 per Dedicated Usage SUSE p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.169,USD,,,,Compute Instance,AmazonEC2,EU (Ireland),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,EU-DedicatedUsage:p2.xlarge,RunInstances:000g,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
XZVDKS7W6SDV7389,JRTCKXETXF,XZVDKS7W6SDV7389.JRTCKXETXF.6YS6EN2CT7,OnDemand,$15.218 per Dedicated Usage SUSE p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,15.218,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Mumbai),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,APS3-DedicatedUsage:p2.8xlarge,RunInstances:000g,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
EPV7TTZHYSSDU2JA,JRTCKXETXF,EPV7TTZHYSSDU2JA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$12.34 per Unused Reservation SUSE p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,12.34,USD,,,,Compute Instance,AmazonEC2,US East (Ohio),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,USE2-UnusedBox:p3.8xlarge,RunInstances:000g,UnusedCapacityReservation,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,VSQTWHPSN2MUSKAD,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
Y3SDFER8EH4AWB3V,JRTCKXETXF,Y3SDFER8EH4AWB3V.JRTCKXETXF.6YS6EN2CT7,OnDemand,$33.652 per Dedicated Unused Reservation SUSE p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,33.652,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Tokyo),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,APN1-UnusedDed:p3.16xlarge,RunInstances:000g,UnusedCapacityReservation,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,HGSYDJQF23X33PPC,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
YQY4CB7CSW5J4MCY,JRTCKXETXF,YQY4CB7CSW5J4MCY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.778 per On Demand RHEL p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.778,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Mumbai),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,APS3-BoxUsage:p2.xlarge,RunInstances:0010,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
H229264G5UATHAD9,JRTCKXETXF,H229264G5UATHAD9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$27.424 per On Demand Windows p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,27.424,USD,,,,Compute Instance,AmazonEC2,US East (Ohio),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,USE2-BoxUsage:p3.16xlarge,RunInstances:0002,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
NHTJY3PTGWU4334D,JRTCKXETXF,NHTJY3PTGWU4334D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.188 per Dedicated Usage Windows BYOL p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.188,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Windows,Bring your own license,,,,,,,,UGW1-DedicatedUsage:p2.xlarge,RunInstances:0800,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
7W2GK9RTQYXAWWS8,JRTCKXETXF,7W2GK9RTQYXAWWS8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$29.872 per Dedicated Unused Reservation Windows p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,29.872,USD,,,,Compute Instance,AmazonEC2,Canada (Central),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,CAN1-UnusedDed:p3.16xlarge,RunInstances:0002,UnusedCapacityReservation,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,DJ9JAPF76Q5NEH4V,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
6CGSX4VDFHJ5PG9U,JRTCKXETXF,6CGSX4VDFHJ5PG9U.JRTCKXETXF.6YS6EN2CT7,OnDemand,$27.424 per On Demand Windows p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,27.424,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,USW2-BoxUsage:p3.16xlarge,RunInstances:0002,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
QP7PYFAEFBACEAGB,JRTCKXETXF,QP7PYFAEFBACEAGB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$12.08 per Unused Reservation Windows p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,12.08,USD,,,,Compute Instance,AmazonEC2,EU (Frankfurt),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,EUC1-UnusedBox:p2.8xlarge,RunInstances:0002,UnusedCapacityReservation,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,7Q7997AT4XX6C6RQ,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
YK677X68FAN4HMBA,JRTCKXETXF,YK677X68FAN4HMBA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.778 per On Demand RHEL p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.778,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Singapore),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,APS1-BoxUsage:p2.xlarge,RunInstances:0010,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
RKWFG9C2E5SW3582,JRTCKXETXF,RKWFG9C2E5SW3582.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.14 per Unused Reservation RHEL p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.14,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,UGW1-UnusedBox:p2.xlarge,RunInstances:0010,UnusedCapacityReservation,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,V83QZQA93M2334X2,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
CPS4A3QNDZQAFYDZ,JRTCKXETXF,CPS4A3QNDZQAFYDZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$7.92 per Dedicated Usage Windows BYOL p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,7.92,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,Bring your own license,,,,,,,,USW2-DedicatedUsage:p2.8xlarge,RunInstances:0800,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
6JJTNZEWX8SX9KG4,JRTCKXETXF,6JJTNZEWX8SX9KG4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$23.57 per On Demand RHEL p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,23.57,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Seoul),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,APN2-BoxUsage:p2.16xlarge,RunInstances:0010,Used,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
2MKTTVQ9TX6P7SHJ,JRTCKXETXF,2MKTTVQ9TX6P7SHJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.972 per On Demand Windows BYOL p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,0.972,USD,,,,Compute Instance,AmazonEC2,EU (Ireland),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Shared,,Windows,Bring your own license,,,,,,,,EU-BoxUsage:p2.xlarge,RunInstances:0800,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
T75K3C2SXA2ZMBMV,JRTCKXETXF,T75K3C2SXA2ZMBMV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$14.788 per On Demand SUSE p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,14.788,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,UGW1-BoxUsage:p3.8xlarge,RunInstances:000g,Used,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
FJTZ2SNRUMPA66UX,JRTCKXETXF,FJTZ2SNRUMPA66UX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$15.773 per Dedicated RHEL p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,15.773,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,UGW1-DedicatedUsage:p3.8xlarge,RunInstances:0010,Used,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
3675A4F3NNNFK6KC,JRTCKXETXF,3675A4F3NNNFK6KC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$13.57 per Dedicated Usage Windows BYOL p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,13.57,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Sydney),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,Bring your own license,,,,,,,,APS2-DedicatedUsage:p2.8xlarge,RunInstances:0800,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
JNCMX6JKZJY6EGW3,JRTCKXETXF,JNCMX6JKZJY6EGW3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$14.212 per Dedicated RHEL p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,14.212,USD,,,,Compute Instance,AmazonEC2,EU (Ireland),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,EU-DedicatedUsage:p3.8xlarge,RunInstances:0010,Used,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
347WX927GZRUJ7BX,JRTCKXETXF,347WX927GZRUJ7BX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.574 per Dedicated Unused Reservation SUSE p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,4.574,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Tokyo),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,APN1-UnusedDed:p3.2xlarge,RunInstances:000g,UnusedCapacityReservation,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,NCQRRCJN494GDM7P,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
6JVD3FSVJSTXC8WB,JRTCKXETXF,6JVD3FSVJSTXC8WB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.191 per Unused Reservation Windows p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,4.191,USD,,,,Compute Instance,AmazonEC2,EU (Frankfurt),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,EUC1-UnusedBox:p3.2xlarge,RunInstances:0002,UnusedCapacityReservation,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,R8MBB3BQBYXNH24E,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
